what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593153
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593153
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593153
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593154
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593154
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593155
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593155
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593155
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593156
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593156
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593156
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593157
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593157
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593157
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593158
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593158
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593158
error,log,,,"Unhandled event loop exception",1346958593169
error,log,,,"Unhandled event loop exception",1346958593224
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593261
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593262
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593262
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593263
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593263
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593263
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593264
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593264
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593265
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1346958593266
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593266
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1346958593266
